transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX8286,SHIP19,50941.71,2024-10-14,Rotterdam,CNY
TRX5701,SHIP50,2544.61,2024-10-14,Rotterdam,CNY
TRX5859,SHIP9,42081.17,2024-10-14,New York,EUR
TRX9364,SHIP46,23716.04,2024-10-14,Singapore,JPY
TRX7708,SHIP14,9858.51,2024-10-14,New York,USD
TRX6689,SHIP1,92879.83,2024-10-14,New York,GBP
TRX3533,SHIP19,55551.14,2024-10-14,Los Angeles,GBP
TRX4884,SHIP14,40502.6,2024-10-14,Los Angeles,CNY
TRX3668,SHIP12,67162.56,2024-10-14,Shanghai,GBP
TRX6261,SHIP27,95396.33,2024-10-14,Los Angeles,JPY
TRX5262,SHIP14,33645.65,2024-10-14,Singapore,CNY
TRX4799,SHIP44,16149.77,2024-10-14,Shanghai,GBP
TRX4484,SHIP50,33570.85,2024-10-14,Shanghai,JPY
TRX3373,SHIP10,31117.46,2024-10-14,Shanghai,CNY
TRX3099,SHIP1,95707.23,2024-10-14,Los Angeles,USD
TRX9989,SHIP32,41037.61,2024-10-14,Shanghai,EUR
TRX9503,SHIP5,7142.42,2024-10-14,New York,CNY
TRX1036,SHIP39,71252.17,2024-10-14,Los Angeles,GBP
TRX2119,SHIP6,4028.62,2024-10-14,Los Angeles,USD
TRX3602,SHIP13,72018.41,2024-10-14,Los Angeles,EUR
TRX7419,SHIP46,2742.68,2024-10-14,New York,CNY
TRX9583,SHIP44,10335.96,2024-10-14,New York,CNY
TRX6637,SHIP23,45059.0,2024-10-14,New York,GBP
TRX4789,SHIP25,6002.93,2024-10-14,New York,USD
TRX1858,SHIP26,90670.55,2024-10-14,Los Angeles,GBP
TRX8431,SHIP44,11569.57,2024-10-14,Rotterdam,EUR
TRX6501,SHIP23,72748.39,2024-10-14,Rotterdam,EUR
TRX4157,SHIP13,80867.56,2024-10-14,Singapore,CNY
TRX5755,SHIP43,22631.81,2024-10-14,Los Angeles,GBP
TRX8029,SHIP6,85931.56,2024-10-14,Shanghai,GBP
TRX5054,SHIP42,3152.4,2024-10-14,New York,USD
TRX4471,SHIP16,89055.33,2024-10-14,Rotterdam,CNY
TRX3961,SHIP12,87381.63,2024-10-14,Los Angeles,GBP
TRX7716,SHIP31,16439.28,2024-10-14,Los Angeles,EUR
TRX3671,SHIP19,96715.84,2024-10-14,Los Angeles,USD
TRX3591,SHIP21,84854.05,2024-10-14,Shanghai,USD
TRX7975,SHIP26,34442.54,2024-10-14,Rotterdam,JPY
TRX2486,SHIP25,80524.43,2024-10-14,Los Angeles,EUR
TRX4072,SHIP17,25507.46,2024-10-14,New York,EUR
TRX6805,SHIP21,22618.55,2024-10-14,Los Angeles,CNY
