transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX1423,SHIP9,73258.92,2024-10-14,Rotterdam,USD
TRX5471,SHIP42,75224.3,2024-10-14,New York,JPY
TRX6984,SHIP8,51376.03,2024-10-14,Rotterdam,EUR
TRX6899,SHIP23,32148.36,2024-10-14,Shanghai,JPY
TRX9528,SHIP32,5070.28,2024-10-14,New York,USD
TRX9918,SHIP18,97249.86,2024-10-14,Los Angeles,JPY
TRX3164,SHIP46,41292.1,2024-10-14,Singapore,GBP
TRX9815,SHIP25,62053.97,2024-10-14,Shanghai,USD
TRX4320,SHIP4,17298.86,2024-10-14,Singapore,GBP
TRX7775,SHIP23,28154.65,2024-10-14,Singapore,CNY
TRX5337,SHIP17,45549.29,2024-10-14,Shanghai,GBP
TRX9710,SHIP29,69730.33,2024-10-14,Los Angeles,CNY
TRX3269,SHIP5,99817.82,2024-10-14,Rotterdam,JPY
TRX8342,SHIP32,20111.6,2024-10-14,Rotterdam,USD
TRX1556,SHIP23,90199.4,2024-10-14,Los Angeles,USD
TRX5983,SHIP14,10099.7,2024-10-14,Singapore,EUR
TRX9845,SHIP25,65235.27,2024-10-14,New York,CNY
TRX7540,SHIP26,57317.24,2024-10-14,Singapore,GBP
TRX2591,SHIP37,91750.21,2024-10-14,New York,GBP
TRX5224,SHIP45,36833.82,2024-10-14,Rotterdam,GBP
TRX8934,SHIP16,58805.67,2024-10-14,Shanghai,GBP
TRX1294,SHIP46,9538.59,2024-10-14,Shanghai,EUR
TRX6695,SHIP44,21970.18,2024-10-14,Singapore,GBP
TRX7913,SHIP6,55537.76,2024-10-14,Shanghai,EUR
TRX5168,SHIP49,57397.54,2024-10-14,New York,USD
TRX4474,SHIP5,91451.92,2024-10-14,Singapore,JPY
TRX8023,SHIP37,35177.49,2024-10-14,Singapore,EUR
TRX8583,SHIP47,48359.86,2024-10-14,Los Angeles,CNY
TRX6776,SHIP39,34628.46,2024-10-14,New York,EUR
TRX9351,SHIP49,11298.64,2024-10-14,Rotterdam,EUR
TRX1654,SHIP43,50782.25,2024-10-14,Shanghai,GBP
TRX5230,SHIP13,13704.15,2024-10-14,Rotterdam,CNY
TRX2570,SHIP38,55654.31,2024-10-14,Shanghai,USD
TRX8689,SHIP17,35778.47,2024-10-14,Rotterdam,EUR
TRX8621,SHIP24,54596.19,2024-10-14,Singapore,JPY
TRX8155,SHIP23,7084.73,2024-10-14,Rotterdam,CNY
TRX9245,SHIP27,60160.45,2024-10-14,Shanghai,GBP
TRX3994,SHIP42,15452.64,2024-10-14,Singapore,JPY
TRX8899,SHIP25,98360.69,2024-10-14,Los Angeles,CNY
TRX3127,SHIP26,63730.87,2024-10-14,Rotterdam,CNY
TRX3419,SHIP43,65494.06,2024-10-14,Rotterdam,CNY
TRX7427,SHIP36,16088.51,2024-10-14,Singapore,JPY
TRX6292,SHIP21,68230.83,2024-10-14,Los Angeles,JPY
TRX3129,SHIP27,93151.01,2024-10-14,Los Angeles,GBP
TRX8552,SHIP25,33692.66,2024-10-14,Singapore,JPY
TRX5504,SHIP19,74048.39,2024-10-14,Shanghai,CNY
TRX1327,SHIP50,11687.64,2024-10-14,Singapore,EUR
TRX9624,SHIP39,61399.99,2024-10-14,Shanghai,JPY
TRX3507,SHIP44,5940.47,2024-10-14,Singapore,EUR
TRX7463,SHIP4,10077.51,2024-10-14,Rotterdam,USD
TRX3131,SHIP16,72255.22,2024-10-14,Rotterdam,JPY
TRX1191,SHIP44,65695.84,2024-10-14,Los Angeles,JPY
TRX7700,SHIP20,29980.89,2024-10-14,Shanghai,USD
TRX7875,SHIP17,19629.89,2024-10-14,Los Angeles,GBP
TRX6959,SHIP14,18179.03,2024-10-14,Los Angeles,GBP
