transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX4486,SHIP1,3045.93,2024-10-04,Los Angeles,JPY
TRX2234,SHIP50,66720.93,2024-10-04,Singapore,EUR
TRX4384,SHIP15,48509.5,2024-10-04,Los Angeles,GBP
TRX7555,SHIP8,15965.19,2024-10-04,New York,JPY
TRX4726,SHIP18,2640.57,2024-10-04,Singapore,GBP
TRX5835,SHIP9,19165.4,2024-10-04,Singapore,CNY
TRX9491,SHIP48,97837.37,2024-10-04,Rotterdam,USD
TRX3007,SHIP43,27384.82,2024-10-04,Rotterdam,CNY
TRX9931,SHIP18,8011.25,2024-10-04,Singapore,JPY
TRX9415,SHIP37,37165.18,2024-10-04,Shanghai,USD
