transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX1269,SHIP3,52056.86,2024-10-14,New York,EUR
TRX4386,SHIP49,26133.99,2024-10-14,Shanghai,JPY
TRX4366,SHIP11,24236.19,2024-10-14,Rotterdam,GBP
TRX9915,SHIP23,81470.72,2024-10-14,New York,USD
TRX8172,SHIP5,27971.28,2024-10-14,Shanghai,CNY
TRX8651,SHIP22,53003.19,2024-10-14,Los Angeles,JPY
TRX2676,SHIP24,74481.34,2024-10-14,Rotterdam,CNY
TRX5623,SHIP45,79885.73,2024-10-14,Rotterdam,EUR
TRX2942,SHIP45,13332.61,2024-10-14,Shanghai,JPY
TRX6823,SHIP16,95947.7,2024-10-14,Shanghai,EUR
TRX4517,SHIP7,16506.36,2024-10-14,New York,EUR
TRX6024,SHIP20,41116.17,2024-10-14,Singapore,GBP
