transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX1773,SHIP31,47231.65,2024-10-14,New York,CNY
TRX4906,SHIP48,27497.94,2024-10-14,Rotterdam,CNY
TRX8182,SHIP20,29712.12,2024-10-14,Rotterdam,USD
TRX8365,SHIP45,80206.3,2024-10-14,Singapore,JPY
TRX8755,SHIP25,8112.39,2024-10-14,Los Angeles,CNY
TRX5175,SHIP21,80618.46,2024-10-14,Shanghai,GBP
TRX6994,SHIP45,99055.74,2024-10-14,Singapore,EUR
TRX9971,SHIP49,80390.01,2024-10-14,Singapore,USD
TRX8916,SHIP3,47388.88,2024-10-14,Singapore,EUR
TRX8861,SHIP46,10746.86,2024-10-14,Shanghai,GBP
TRX5708,SHIP36,24474.84,2024-10-14,Rotterdam,EUR
TRX8045,SHIP14,93581.74,2024-10-14,Rotterdam,EUR
TRX1401,SHIP19,12675.29,2024-10-14,Los Angeles,EUR
TRX4646,SHIP14,59963.29,2024-10-14,Singapore,GBP
TRX9768,SHIP26,3428.55,2024-10-14,New York,USD
TRX7208,SHIP35,56378.22,2024-10-14,Singapore,GBP
TRX1164,SHIP32,85758.4,2024-10-14,Los Angeles,EUR
TRX5802,SHIP47,22384.35,2024-10-14,Singapore,USD
TRX5283,SHIP33,8246.36,2024-10-14,Los Angeles,CNY
TRX5653,SHIP43,88486.57,2024-10-14,Los Angeles,JPY
TRX9528,SHIP30,52111.84,2024-10-14,Rotterdam,CNY
TRX5026,SHIP47,1226.55,2024-10-14,Los Angeles,GBP
TRX3096,SHIP35,46187.97,2024-10-14,Los Angeles,EUR
TRX6380,SHIP18,36635.14,2024-10-14,Rotterdam,GBP
TRX2185,SHIP50,78859.29,2024-10-14,Shanghai,EUR
TRX3103,SHIP16,56514.91,2024-10-14,Singapore,GBP
TRX1443,SHIP16,25354.36,2024-10-14,Singapore,USD
TRX2550,SHIP4,87082.6,2024-10-14,New York,EUR
TRX4445,SHIP49,10916.16,2024-10-14,New York,GBP
TRX4126,SHIP35,67810.31,2024-10-14,Shanghai,GBP
TRX2266,SHIP29,67928.26,2024-10-14,Shanghai,USD
TRX5365,SHIP3,94209.57,2024-10-14,Los Angeles,CNY
TRX1632,SHIP7,22775.56,2024-10-14,Singapore,USD
TRX7763,SHIP27,63829.2,2024-10-14,Los Angeles,JPY
