transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX4591,SHIP43,17453.57,2024-10-02,Los Angeles,JPY
TRX2236,SHIP28,69439.58,2024-09-29,New York,EUR
TRX6437,SHIP31,33376.16,2024-09-28,Rotterdam,USD
TRX2816,SHIP33,13538.04,2024-10-09,New York,JPY
TRX2097,SHIP9,10129.98,2024-09-25,Singapore,CNY
TRX5363,SHIP15,15472.56,2024-10-01,New York,JPY
TRX3356,SHIP22,84324.5,2024-09-22,New York,CNY
TRX4907,SHIP9,62096.99,2024-09-18,Rotterdam,GBP
TRX2519,SHIP23,90687.71,2024-09-26,Singapore,GBP
TRX3000,SHIP30,35006.06,2024-09-25,Los Angeles,GBP
TRX6471,SHIP35,98581.39,2024-09-19,Rotterdam,EUR
TRX5833,SHIP50,42252.04,2024-09-19,Los Angeles,CNY
TRX3209,SHIP42,54384.16,2024-10-08,Shanghai,CNY
TRX6310,SHIP5,7912.64,2024-10-04,Shanghai,EUR
TRX7185,SHIP38,79955.13,2024-09-24,New York,GBP
TRX6546,SHIP11,7489.13,2024-09-15,New York,EUR
TRX6892,SHIP49,64061.45,2024-09-24,New York,USD
TRX1529,SHIP27,64126.38,2024-10-01,Shanghai,EUR
TRX2908,SHIP24,73970.11,2024-10-08,New York,CNY
TRX3278,SHIP7,58428.62,2024-10-04,Singapore,GBP
TRX1723,SHIP31,16845.62,2024-10-07,Singapore,GBP
TRX5747,SHIP1,51953.85,2024-10-05,Rotterdam,GBP
TRX6565,SHIP36,55429.6,2024-09-24,Shanghai,JPY
TRX6156,SHIP10,69587.95,2024-10-01,Rotterdam,JPY
TRX1945,SHIP42,53042.36,2024-09-23,New York,JPY
TRX9973,SHIP4,74404.2,2024-09-23,New York,JPY
TRX7358,SHIP14,81441.41,2024-09-27,Shanghai,JPY
TRX1319,SHIP34,83596.67,2024-09-18,Singapore,CNY
TRX8052,SHIP43,75942.37,2024-10-07,Shanghai,EUR
TRX2930,SHIP35,25636.55,2024-10-09,New York,CNY
TRX8344,SHIP2,68160.32,2024-10-11,Singapore,JPY
TRX1597,SHIP44,44867.88,2024-10-10,New York,JPY
TRX9473,SHIP25,36278.44,2024-10-04,Shanghai,EUR
TRX3741,SHIP13,11391.28,2024-09-22,Rotterdam,EUR
TRX7356,SHIP49,94327.66,2024-10-03,Los Angeles,USD
TRX7163,SHIP46,5285.4,2024-09-30,New York,CNY
TRX1445,SHIP19,21572.86,2024-09-21,Singapore,GBP
TRX5241,SHIP11,84033.65,2024-09-27,Rotterdam,EUR
TRX9567,SHIP6,48855.98,2024-10-11,New York,CNY
TRX8964,SHIP43,21370.08,2024-10-01,Los Angeles,EUR
TRX7239,SHIP10,23022.04,2024-10-08,Shanghai,CNY
TRX8546,SHIP35,30270.43,2024-10-02,New York,JPY
TRX9565,SHIP35,82196.8,2024-09-29,Rotterdam,USD
