transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX6119,SHIP48,57361.32,2024-10-14,Shanghai,GBP
TRX2601,SHIP22,17264.12,2024-10-14,New York,GBP
TRX8372,SHIP19,6184.23,2024-10-14,Shanghai,CNY
TRX8841,SHIP2,45039.47,2024-10-14,New York,EUR
TRX4644,SHIP11,34394.99,2024-10-14,Rotterdam,USD
TRX1944,SHIP13,4635.91,2024-10-14,New York,EUR
TRX9604,SHIP39,82725.78,2024-10-14,New York,GBP
TRX3671,SHIP46,85496.99,2024-10-14,Shanghai,CNY
TRX8573,SHIP38,51561.22,2024-10-14,New York,CNY
TRX3176,SHIP34,78601.7,2024-10-14,New York,EUR
TRX2960,SHIP5,64949.11,2024-10-14,Los Angeles,JPY
TRX1821,SHIP38,32564.75,2024-10-14,Los Angeles,JPY
TRX2294,SHIP48,74337.64,2024-10-14,Los Angeles,GBP
TRX7201,SHIP9,53904.93,2024-10-14,New York,GBP
TRX5836,SHIP48,23810.44,2024-10-14,Singapore,USD
TRX5290,SHIP4,88648.0,2024-10-14,Rotterdam,USD
TRX5280,SHIP5,7822.28,2024-10-14,Rotterdam,CNY
TRX2986,SHIP45,23715.58,2024-10-14,Shanghai,USD
TRX7796,SHIP21,8849.64,2024-10-14,Shanghai,CNY
TRX6364,SHIP44,39795.39,2024-10-14,Singapore,EUR
TRX1711,SHIP30,40163.16,2024-10-14,Los Angeles,GBP
TRX5337,SHIP6,47536.24,2024-10-14,Shanghai,GBP
TRX9717,SHIP29,17521.95,2024-10-14,Singapore,CNY
TRX3901,SHIP9,77792.7,2024-10-14,Los Angeles,CNY
TRX4517,SHIP30,37138.64,2024-10-14,Singapore,JPY
TRX4281,SHIP33,11511.37,2024-10-14,Shanghai,GBP
TRX1510,SHIP20,26950.51,2024-10-14,Shanghai,CNY
TRX7686,SHIP7,24970.32,2024-10-14,Los Angeles,GBP
TRX9063,SHIP19,8028.64,2024-10-14,Singapore,GBP
TRX4056,SHIP20,13080.78,2024-10-14,Rotterdam,EUR
TRX1572,SHIP12,92068.45,2024-10-14,Shanghai,JPY
TRX7292,SHIP41,13370.78,2024-10-14,Rotterdam,CNY
TRX7679,SHIP48,37548.05,2024-10-14,Los Angeles,GBP
TRX6655,SHIP30,82013.91,2024-10-14,Shanghai,EUR
TRX4201,SHIP12,42346.36,2024-10-14,New York,CNY
TRX4386,SHIP49,12440.37,2024-10-14,Singapore,EUR
TRX2414,SHIP16,15894.65,2024-10-14,Singapore,CNY
TRX2402,SHIP25,98820.7,2024-10-14,Singapore,EUR
TRX8372,SHIP9,59500.17,2024-10-14,Rotterdam,GBP
TRX3621,SHIP36,59751.45,2024-10-14,Los Angeles,EUR
TRX6617,SHIP22,99025.37,2024-10-14,Rotterdam,EUR
TRX9892,SHIP18,73459.34,2024-10-14,New York,CNY
TRX7731,SHIP9,83894.52,2024-10-14,Singapore,JPY
TRX8850,SHIP44,54124.04,2024-10-14,Los Angeles,GBP
TRX2926,SHIP26,96160.84,2024-10-14,Singapore,CNY
TRX9499,SHIP19,71809.09,2024-10-14,Shanghai,USD
TRX8365,SHIP11,4633.74,2024-10-14,Rotterdam,USD
TRX4231,SHIP32,78570.03,2024-10-14,Shanghai,EUR
TRX6141,SHIP15,91614.03,2024-10-14,Rotterdam,JPY
TRX2334,SHIP14,14662.2,2024-10-14,Los Angeles,JPY
TRX7461,SHIP32,28429.41,2024-10-14,Rotterdam,EUR
TRX4186,SHIP32,33140.05,2024-10-14,Singapore,GBP
TRX4024,SHIP13,86830.53,2024-10-14,New York,JPY
TRX4351,SHIP8,13857.18,2024-10-14,New York,CNY
TRX5879,SHIP7,46946.47,2024-10-14,New York,EUR
TRX6224,SHIP23,69473.35,2024-10-14,Shanghai,JPY
TRX8059,SHIP11,29916.02,2024-10-14,Singapore,EUR
