transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX4876,SHIP29,14891.98,2024-10-14,Rotterdam,CNY
TRX5864,SHIP27,45100.82,2024-10-14,Los Angeles,JPY
TRX4985,SHIP34,14734.08,2024-10-14,Rotterdam,CNY
TRX5590,SHIP17,97810.17,2024-10-14,Singapore,GBP
TRX4040,SHIP48,45744.57,2024-10-14,Los Angeles,CNY
TRX3152,SHIP46,85942.68,2024-10-14,Rotterdam,CNY
TRX7079,SHIP40,27178.43,2024-10-14,Singapore,EUR
TRX5758,SHIP14,71249.02,2024-10-14,Los Angeles,CNY
TRX4398,SHIP48,81913.35,2024-10-14,Rotterdam,CNY
TRX8142,SHIP35,79133.39,2024-10-14,Los Angeles,USD
TRX4330,SHIP17,11711.32,2024-10-14,Rotterdam,CNY
TRX6994,SHIP33,96911.86,2024-10-14,Los Angeles,EUR
TRX6131,SHIP46,1654.77,2024-10-14,Singapore,EUR
TRX2471,SHIP48,88442.83,2024-10-14,New York,JPY
TRX2328,SHIP48,76345.01,2024-10-14,Shanghai,EUR
TRX1040,SHIP15,98413.86,2024-10-14,Singapore,CNY
TRX6054,SHIP33,22621.05,2024-10-14,Singapore,USD
TRX1551,SHIP22,83935.78,2024-10-14,Los Angeles,EUR
TRX4088,SHIP48,51137.26,2024-10-14,Singapore,JPY
TRX8239,SHIP50,92178.39,2024-10-14,Rotterdam,CNY
TRX2221,SHIP46,11359.72,2024-10-14,Rotterdam,CNY
TRX3466,SHIP19,49678.52,2024-10-14,New York,CNY
TRX4832,SHIP47,26586.16,2024-10-14,New York,JPY
TRX2166,SHIP44,12691.89,2024-10-14,Rotterdam,GBP
TRX9974,SHIP18,45354.38,2024-10-14,Rotterdam,USD
TRX3215,SHIP15,78223.81,2024-10-14,New York,USD
TRX7311,SHIP29,87069.28,2024-10-14,Shanghai,EUR
TRX2341,SHIP4,70633.69,2024-10-14,Rotterdam,EUR
TRX2055,SHIP19,66664.73,2024-10-14,Singapore,USD
TRX4101,SHIP47,34073.3,2024-10-14,Singapore,CNY
TRX1683,SHIP40,77294.82,2024-10-14,Shanghai,JPY
TRX3466,SHIP44,40315.27,2024-10-14,Los Angeles,JPY
TRX1667,SHIP49,61925.6,2024-10-14,Rotterdam,USD
TRX7078,SHIP33,2988.27,2024-10-14,Shanghai,GBP
TRX8974,SHIP47,9646.37,2024-10-14,Los Angeles,EUR
TRX4416,SHIP23,78263.84,2024-10-14,Los Angeles,CNY
TRX7018,SHIP40,56177.78,2024-10-14,Singapore,CNY
