transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX3551,SHIP21,12275.77,2024-10-14,New York,USD
TRX7970,SHIP13,5929.48,2024-10-14,Shanghai,EUR
TRX2869,SHIP42,14940.28,2024-10-14,Los Angeles,USD
TRX2937,SHIP25,47064.32,2024-10-14,New York,GBP
TRX9121,SHIP32,9694.14,2024-10-14,New York,EUR
TRX6385,SHIP12,39294.89,2024-10-14,Singapore,CNY
TRX1385,SHIP46,12013.7,2024-10-14,Singapore,USD
TRX8051,SHIP40,60903.3,2024-10-14,New York,USD
TRX3472,SHIP42,87889.99,2024-10-14,Los Angeles,CNY
TRX2259,SHIP47,30503.53,2024-10-14,Rotterdam,CNY
TRX4310,SHIP48,82849.82,2024-10-14,Los Angeles,JPY
TRX5174,SHIP28,15494.29,2024-10-14,Los Angeles,USD
TRX8918,SHIP46,34293.02,2024-10-14,Singapore,GBP
TRX1973,SHIP29,57941.55,2024-10-14,Singapore,GBP
TRX6208,SHIP43,89907.26,2024-10-14,Singapore,CNY
TRX1535,SHIP40,98440.7,2024-10-14,Singapore,JPY
TRX6444,SHIP48,8949.64,2024-10-14,Singapore,EUR
TRX5355,SHIP40,7382.93,2024-10-14,New York,CNY
TRX4697,SHIP35,32023.62,2024-10-14,Los Angeles,EUR
TRX3896,SHIP7,28897.55,2024-10-14,Los Angeles,CNY
TRX1012,SHIP34,86049.76,2024-10-14,New York,USD
TRX5601,SHIP28,51768.81,2024-10-14,New York,JPY
TRX7165,SHIP20,18169.11,2024-10-14,Los Angeles,EUR
TRX6583,SHIP50,95675.38,2024-10-14,Rotterdam,CNY
TRX5068,SHIP4,73916.03,2024-10-14,Los Angeles,USD
TRX2604,SHIP2,19314.05,2024-10-14,Los Angeles,CNY
TRX9863,SHIP6,70850.42,2024-10-14,Shanghai,CNY
TRX5430,SHIP13,78461.31,2024-10-14,Rotterdam,GBP
TRX5733,SHIP19,70794.2,2024-10-14,New York,USD
TRX1226,SHIP11,51393.34,2024-10-14,Rotterdam,EUR
TRX7725,SHIP16,24295.86,2024-10-14,Shanghai,GBP
TRX4871,SHIP21,46736.8,2024-10-14,Los Angeles,JPY
TRX4444,SHIP48,30527.36,2024-10-14,Singapore,JPY
TRX3625,SHIP37,99323.23,2024-10-14,Rotterdam,CNY
TRX1406,SHIP33,75306.72,2024-10-14,Shanghai,USD
TRX1250,SHIP47,25420.78,2024-10-14,New York,EUR
TRX7839,SHIP4,6884.76,2024-10-14,New York,USD
TRX3788,SHIP8,38529.88,2024-10-14,Singapore,GBP
TRX1261,SHIP26,22311.07,2024-10-14,Singapore,GBP
TRX8117,SHIP11,60068.11,2024-10-14,Rotterdam,CNY
TRX4316,SHIP23,40298.46,2024-10-14,Los Angeles,EUR
