transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX1174,SHIP47,64047.16,2024-10-04,Rotterdam,CNY
TRX5587,SHIP40,62072.39,2024-10-04,Shanghai,GBP
TRX2819,SHIP21,72730.91,2024-10-04,Shanghai,JPY
TRX1947,SHIP45,22770.33,2024-10-04,Rotterdam,USD
TRX2241,SHIP18,48664.61,2024-10-04,Rotterdam,JPY
TRX3938,SHIP32,2339.67,2024-10-04,New York,GBP
TRX6523,SHIP33,44448.99,2024-10-04,Shanghai,GBP
TRX8741,SHIP40,70800.82,2024-10-04,Rotterdam,JPY
TRX3600,SHIP44,38130.71,2024-10-04,Los Angeles,EUR
TRX8325,SHIP18,12363.16,2024-10-04,New York,USD
TRX5217,SHIP11,33230.35,2024-10-04,Rotterdam,JPY
TRX9322,SHIP28,45760.35,2024-10-04,Los Angeles,EUR
TRX1422,SHIP27,51043.29,2024-10-04,Shanghai,GBP
TRX9311,SHIP14,46748.76,2024-10-04,Singapore,EUR
